[27Apr2025 00:00:05.969] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: DonTony09 was struck with lightning by Lightning Dragon
[27Apr2025 00:00:14.777] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: DonTony09 was struck with lightning by Lightning Dragon
[27Apr2025 00:00:15.876] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: DonTony09 moved wrongly!
[27Apr2025 00:00:30.726] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: DonTony09 was slain by Lightning Dragon
[27Apr2025 00:00:49.090] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: DonTony09 was slain by Lightning Dragon
[27Apr2025 00:01:22.565] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: DonTony09 was energized by Lightning Dragon
[27Apr2025 00:01:38.641] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 3692ms or 73 ticks behind
[27Apr2025 00:01:40.498] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: DonTony09 was energized by Lightning Dragon
[27Apr2025 00:01:57.286] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: DonTony09 was slain by Lightning Dragon
[27Apr2025 00:02:05.439] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: SAURIO12 moved too quickly! -9.812682605176064,-1.251119903248366,2.8692358324854013
[27Apr2025 00:02:11.779] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: BackedSrAaron moved too quickly! -9.278952591864595,-2.0,-3.666169155144871
[27Apr2025 00:02:11.782] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 4833ms or 96 ticks behind
[27Apr2025 00:02:15.939] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: DonTony09 was slain by Lightning Dragon
[27Apr2025 00:02:34.516] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 6317ms or 126 ticks behind
[27Apr2025 00:02:38.412] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: DonTony09 was slain by Lightning Dragon
[27Apr2025 00:02:56.664] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: DonTony09 moved too quickly! -1.2931019698305306,0.9893499858739787,-10.005725418576048
[27Apr2025 00:02:56.672] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 6323ms or 126 ticks behind
[27Apr2025 00:02:59.145] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: DonTony09 was energized by Lightning Dragon
[27Apr2025 00:03:39.532] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: DonTony09 was energized by Lightning Dragon
[27Apr2025 00:03:50.615] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: DonTony09 was energized by Lightning Dragon
[27Apr2025 00:04:12.355] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: DonTony09 was slain by Lightning Dragon
[27Apr2025 00:04:42.524] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: DonTony09 was slain by Lightning Dragon
[27Apr2025 00:05:03.685] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/179925, l='ServerLevel[world]', x=189.02, y=-22.53, z=1250.05]
[27Apr2025 00:05:03.686] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/179929, l='ServerLevel[world]', x=189.27, y=-21.17, z=1235.08]
[27Apr2025 00:05:03.686] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/179930, l='ServerLevel[world]', x=186.65, y=-22.08, z=1233.30]
[27Apr2025 00:05:03.686] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/179931, l='ServerLevel[world]', x=183.28, y=-22.98, z=1231.00]
[27Apr2025 00:05:03.710] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/179925, l='ServerLevel[world]', x=189.02, y=-22.53, z=1250.05]
[27Apr2025 00:05:03.710] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/179929, l='ServerLevel[world]', x=189.42, y=-21.17, z=1234.81]
[27Apr2025 00:05:03.711] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/179930, l='ServerLevel[world]', x=186.84, y=-22.08, z=1232.96]
[27Apr2025 00:05:03.711] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/179931, l='ServerLevel[world]', x=183.28, y=-22.98, z=1231.00]
[27Apr2025 00:05:03.738] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/179925, l='ServerLevel[world]', x=189.02, y=-22.53, z=1250.05]
[27Apr2025 00:05:03.738] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/179929, l='ServerLevel[world]', x=189.46, y=-21.17, z=1234.72]
[27Apr2025 00:05:03.738] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/179930, l='ServerLevel[world]', x=186.89, y=-22.08, z=1232.86]
[27Apr2025 00:05:03.738] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/179931, l='ServerLevel[world]', x=183.28, y=-22.98, z=1231.00]
[27Apr2025 00:05:03.766] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/179925, l='ServerLevel[world]', x=189.02, y=-22.53, z=1250.05]
[27Apr2025 00:05:03.766] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/179929, l='ServerLevel[world]', x=189.49, y=-21.17, z=1234.67]
[27Apr2025 00:05:03.767] [Server thread/WARN] [net.minecraft.world.level.entity.PersistentEntitySectionManager/]: UUID of added entity already exists: EntityDragonPart['Dragon Part'/179930, l='ServerLevel[world]', x=186.92, y=-22.08, z=1232.80]
